gene_name	Ensemble_id
FAM63A	ENSG00000143409
CERS2	ENSG00000143418
ENSA	ENSG00000143420
MRPL9	ENSG00000143436
ARNT	ENSG00000143437
POGZ	ENSG00000143442
C1orf56	ENSG00000143443
GOLPH3L	ENSG00000143457
EIF2D	ENSG00000143486
INTS7	ENSG00000143493
TAF1A	ENSG00000143498
SUSD4	ENSG00000143502
TP53BP2	ENSG00000143514
ADAM15	ENSG00000143537
JTB	ENSG00000143543
TPM3	ENSG00000143549
SNAPIN	ENSG00000143553
UBAP2L	ENSG00000143569
SLC39A1	ENSG00000143570
HAX1	ENSG00000143575
CREB3L4	ENSG00000143578
C1orf43	ENSG00000143612
GATAD2B	ENSG00000143614
ILF2	ENSG00000143621
RIT1	ENSG00000143622
INTS3	ENSG00000143624
HCN3	ENSG00000143630
C1orf131	ENSG00000143633
GALNT2	ENSG00000143641
TTC13	ENSG00000143643
SCCPDH	ENSG00000143653
CEP170	ENSG00000143702
ACP1	ENSG00000143727
SNAP47	ENSG00000143740
SRP9	ENSG00000143742
NVL	ENSG00000143748
SDE2	ENSG00000143751
DEGS1	ENSG00000143753
FBXO28	ENSG00000143756
ARF1	ENSG00000143761
CNIH4	ENSG00000143771
GUK1	ENSG00000143774
CDC42BPA	ENSG00000143776
C1orf35	ENSG00000143793
MBOAT2	ENSG00000143797
PARP1	ENSG00000143799
PSEN2	ENSG00000143801
PYCR2	ENSG00000143811
LBR	ENSG00000143815
ARL8A	ENSG00000143862
PDIA6	ENSG00000143870
RHOB	ENSG00000143878
HNRPLL	ENSG00000143889
CALM2	ENSG00000143933
RPS27A	ENSG00000143947
WDPCP	ENSG00000143951
ETAA1	ENSG00000143971
SNRPG	ENSG00000143977
MEIS1	ENSG00000143995
CIAO1	ENSG00000144021
SNRNP200	ENSG00000144028
MRPS5	ENSG00000144029
TPRKB	ENSG00000144034
EXOC6B	ENSG00000144036
SFXN5	ENSG00000144040
TEX261	ENSG00000144043
DUSP11	ENSG00000144048
ST6GAL2	ENSG00000144057
RALB	ENSG00000144118
TMEM177	ENSG00000144120
RABL2A	ENSG00000144134
SLC20A1	ENSG00000144136
ZC3H8	ENSG00000144161
LIPT1	ENSG00000144182
FAHD2B	ENSG00000144199
UBXN4	ENSG00000144224
GPR17	ENSG00000144230
POLR2D	ENSG00000144231
AMMECR1L	ENSG00000144233
GALNT13	ENSG00000144278
PKP4	ENSG00000144283
SLC4A10	ENSG00000144290
SCRN3	ENSG00000144306
KIAA1715	ENSG00000144320
TMEFF2	ENSG00000144339
PHOSPHO2	ENSG00000144362
FAM171B	ENSG00000144369
HSPD1	ENSG00000144381
METTL21A	ENSG00000144401
UNC80	ENSG00000144406
SPAG16	ENSG00000144451
SUMF1	ENSG00000144455
CXCR7	ENSG00000144476
HES6	ENSG00000144485
COPS7B	ENSG00000144524
DIS3L2	ENSG00000144535
TAMM41	ENSG00000144559
VGLL4	ENSG00000144560
RAB5A	ENSG00000144566
FAM134A	ENSG00000144567
RQCD1	ENSG00000144580
GMPPA	ENSG00000144591
EAF1	ENSG00000144597
DYNC1LI1	ENSG00000144635
GTDC2	ENSG00000144647
CSRNP1	ENSG00000144655
SLC25A38	ENSG00000144659
GOLGA4	ENSG00000144674
CTDSPL	ENSG00000144677
IQSEC1	ENSG00000144711
CAND2	ENSG00000144712
RPL32	ENSG00000144713
PTPRG	ENSG00000144724
SHQ1	ENSG00000144736
SLC25A26	ENSG00000144741
UBA3	ENSG00000144744
ARL6IP5	ENSG00000144746
TMF1	ENSG00000144747
LRIG1	ENSG00000144749
LIMD1	ENSG00000144791
ABHD10	ENSG00000144827
TAGLN3	ENSG00000144834
RABL3	ENSG00000144840
IGSF11	ENSG00000144847
ATG3	ENSG00000144848
BOC	ENSG00000144857
SRPRB	ENSG00000144867
TMEM108	ENSG00000144868
EIF2A	ENSG00000144895
OSBPL11	ENSG00000144909
LPP	ENSG00000145012
KIAA0226	ENSG00000145016
AMT	ENSG00000145020
TCTA	ENSG00000145022
NICN1	ENSG00000145029
VPRBP	ENSG00000145041
MANF	ENSG00000145050
EIF2B5	ENSG00000145191
ECE2	ENSG00000145194
FIP1L1	ENSG00000145216
LYAR	ENSG00000145220
CENPC1	ENSG00000145241
SCD5	ENSG00000145284
ENOPH1	ENSG00000145293
KLHL8	ENSG00000145332
SNCA	ENSG00000145335
PYURF	ENSG00000145337
TBCK	ENSG00000145348
CAMK2D	ENSG00000145349
CISD2	ENSG00000145354
ANK2	ENSG00000145362
METTL14	ENSG00000145388
MARCH1	ENSG00000145416
RPS3A	ENSG00000145425
PDGFC	ENSG00000145431
CBR4	ENSG00000145439
CYP4V2	ENSG00000145476
NDUFS6	ENSG00000145494
MARCH6	ENSG00000145495
CDH18	ENSG00000145526
SRD5A1	ENSG00000145545
MYO10	ENSG00000145555
RPL37	ENSG00000145592
SKP2	ENSG00000145604
PLK2	ENSG00000145632
FAM159B	ENSG00000145642
PIK3R1	ENSG00000145675
HAPLN1	ENSG00000145681
SSBP2	ENSG00000145687
LIX1	ENSG00000145721
PPIP5K2	ENSG00000145725
PAM	ENSG00000145730
BDP1	ENSG00000145734
GTF2H2	ENSG00000145736
SLC30A5	ENSG00000145740
BTF3	ENSG00000145741
FEM1C	ENSG00000145780
COMMD10	ENSG00000145781
ATG12	ENSG00000145782
YIPF5	ENSG00000145817
DDX46	ENSG00000145833
RNF145	ENSG00000145860
FBXO38	ENSG00000145868
PCYOX1L	ENSG00000145882
G3BP1	ENSG00000145907
ZNF300	ENSG00000145908
NHP2	ENSG00000145912
RMND5B	ENSG00000145916
BOD1	ENSG00000145919
CPLX2	ENSG00000145920
TBC1D7	ENSG00000145979
FARS2	ENSG00000145982
CDKAL1	ENSG00000145996
PSD2	ENSG00000146005
LRRTM2	ENSG00000146006
ZMAT2	ENSG00000146007
HIGD2A	ENSG00000146066
FAM193B	ENSG00000146067
TNFRSF21	ENSG00000146072
RNF44	ENSG00000146083
MUT	ENSG00000146085
ABT1	ENSG00000146109
RPL7L1	ENSG00000146223
PHIP	ENSG00000146247
PNRC1	ENSG00000146278
PM20D2	ENSG00000146281
RARS2	ENSG00000146282
CLVS2	ENSG00000146352
SLC18B1	ENSG00000146409
SHPRH	ENSG00000146414
AIG1	ENSG00000146416
DYNLT1	ENSG00000146425
TMEM181	ENSG00000146433
WTAP	ENSG00000146457
C6orf211	ENSG00000146476
GNA12	ENSG00000146535
C7orf50	ENSG00000146540
WASH2P	ENSG00000146556
CCZ1B	ENSG00000146574
EGFR	ENSG00000146648
MDH2	ENSG00000146701
POMZP3	ENSG00000146707
GBAS	ENSG00000146729
CCT6A	ENSG00000146731
PSPH	ENSG00000146733
ZNF92	ENSG00000146757
TMEM168	ENSG00000146802
GIGYF1	ENSG00000146830
TRIM4	ENSG00000146833
MEPCE	ENSG00000146834
TMEM209	ENSG00000146842
NLGN4X	ENSG00000146938
LUC7L2	ENSG00000146963
SH3KBP1	ENSG00000147010
CASK	ENSG00000147044
HDAC8	ENSG00000147099
SLC16A2	ENSG00000147100
KRBOX4	ENSG00000147121
NDUFB11	ENSG00000147123
ZMYM3	ENSG00000147130
NONO	ENSG00000147140
EBP	ENSG00000147155
OGT	ENSG00000147162
SNX12	ENSG00000147164
ZNF711	ENSG00000147180
PRPS1	ENSG00000147224
CXorf57	ENSG00000147231
RBMX	ENSG00000147274
MCPH1	ENSG00000147316
FBXO25	ENSG00000147364
NSDHL	ENSG00000147383
CETN2	ENSG00000147400
RPL10	ENSG00000147403
CSGALNACT1	ENSG00000147408
ATP6V1B2	ENSG00000147416
CCDC25	ENSG00000147419
HMBOX1	ENSG00000147421
BIN3	ENSG00000147439
SLC25A37	ENSG00000147454
CHMP7	ENSG00000147457
PROSC	ENSG00000147471
ERLIN2	ENSG00000147475
SNTG1	ENSG00000147481
TACC1	ENSG00000147526
GOLGA7	ENSG00000147533
PPAPDC1B	ENSG00000147535
WHSC1L1	ENSG00000147548
ADHFE1	ENSG00000147576
MRPS28	ENSG00000147586
PMP2	ENSG00000147588
TERF1	ENSG00000147601
RPL7	ENSG00000147604
SYBU	ENSG00000147642
MTDH	ENSG00000147649
LRP12	ENSG00000147650
EBAG9	ENSG00000147654
POLR2K	ENSG00000147669
EIF3H	ENSG00000147677
UTP23	ENSG00000147679
NDUFB9	ENSG00000147684
TATDN1	ENSG00000147687
ZNF7	ENSG00000147789
NAPRT1	ENSG00000147813
AK3	ENSG00000147853
NFIB	ENSG00000147862
CDKN2A	ENSG00000147889
C9orf72	ENSG00000147894
ZCCHC7	ENSG00000147905
FBXO10	ENSG00000147912
SIGMAR1	ENSG00000147955
CEP78	ENSG00000148019
NTRK2	ENSG00000148053
IDNK	ENSG00000148057
SHC3	ENSG00000148082
AUH	ENSG00000148090
C9orf3	ENSG00000148120
LPPR1	ENSG00000148123
ZNF462	ENSG00000148143
INIP	ENSG00000148153
MRRF	ENSG00000148187
ALAD	ENSG00000148218
ASTN2	ENSG00000148219
POLE3	ENSG00000148229
SURF4	ENSG00000148248
SURF1	ENSG00000148290
SURF2	ENSG00000148291
SURF6	ENSG00000148296
MED22	ENSG00000148297
REXO4	ENSG00000148300
RPL7A	ENSG00000148303
GTF3C5	ENSG00000148308
ASB6	ENSG00000148331
PTGES2	ENSG00000148334
NTMT1	ENSG00000148335
CIZ1	ENSG00000148337
SLC25A25	ENSG00000148339
FAM73B	ENSG00000148343
LRSAM1	ENSG00000148356
C9orf142	ENSG00000148362
SEC16A	ENSG00000148396
WDR85	ENSG00000148399
NOTCH1	ENSG00000148400
COMMD3	ENSG00000148444
FAM171A1	ENSG00000148468
FAM188A	ENSG00000148481
RSU1	ENSG00000148484
ZEB1	ENSG00000148516
FAM13C	ENSG00000148541
NRBF2	ENSG00000148572
CDHR1	ENSG00000148600
RGR	ENSG00000148604
HERC4	ENSG00000148634
CAMK2G	ENSG00000148660
GLUD1	ENSG00000148672
RPP30	ENSG00000148688
FRA10AC1	ENSG00000148690
ADD3	ENSG00000148700
DNAJB12	ENSG00000148719
EIF4EBP2	ENSG00000148730
TCF7L2	ENSG00000148737
INA	ENSG00000148798
LRRC27	ENSG00000148814
MTG1	ENSG00000148824
GSTO1	ENSG00000148834
PPRC1	ENSG00000148840
PDCD11	ENSG00000148843
BTBD10	ENSG00000148925
LIN7C	ENSG00000148943
LRRC4C	ENSG00000148948
IMMP1L	ENSG00000148950
TUT1	ENSG00000149016
HSD17B12	ENSG00000149084
APIP	ENSG00000149089
EIF3M	ENSG00000149100
SSRP1	ENSG00000149136
PTPRJ	ENSG00000149177
C11orf49	ENSG00000149179
ARFGAP2	ENSG00000149182
CELF1	ENSG00000149187
C11orf73	ENSG00000149196
ENDOD1	ENSG00000149218
CCDC82	ENSG00000149231
CAPN5	ENSG00000149260
INTS4	ENSG00000149262
RPS3	ENSG00000149273
NCAM1	ENSG00000149294
NPAT	ENSG00000149308
AASDHPPT	ENSG00000149313
SLX4IP	ENSG00000149346
LAMTOR1	ENSG00000149357
GRIK4	ENSG00000149403
HYOU1	ENSG00000149428
CSRP2BP	ENSG00000149474
DAK	ENSG00000149476
MTA2	ENSG00000149480
TMEM138	ENSG00000149483
FADS1	ENSG00000149485
FRG1B	ENSG00000149531
CPSF7	ENSG00000149532
B3GAT3	ENSG00000149541
EI24	ENSG00000149547
FEZ1	ENSG00000149557
TMEM25	ENSG00000149582
COMMD7	ENSG00000149600
KIAA1755	ENSG00000149633
SOGA1	ENSG00000149639
YTHDF1	ENSG00000149658
TRPT1	ENSG00000149743
NUDT22	ENSG00000149761
MRPL49	ENSG00000149792
FAU	ENSG00000149806
TM7SF2	ENSG00000149809
VPS51	ENSG00000149823
PPP4C	ENSG00000149923
ALDOA	ENSG00000149925
HIRIP3	ENSG00000149929
TAOK2	ENSG00000149930
TMEM219	ENSG00000149932
ITGB1	ENSG00000150093
PCDH15	ENSG00000150275
CWC15	ENSG00000150316
ARID5B	ENSG00000150347
DCUN1D2	ENSG00000150401
TMCO3	ENSG00000150403
SAP18	ENSG00000150459
LPHN3	ENSG00000150471
CTAGE5	ENSG00000150527
HNMT	ENSG00000150540
LYPD1	ENSG00000150551
PDCD4	ENSG00000150593
GPM6A	ENSG00000150625
DLG2	ENSG00000150672
CCT5	ENSG00000150753
FAM173B	ENSG00000150756
DOCK1	ENSG00000150760
DIXDC1	ENSG00000150764
DLAT	ENSG00000150768
C11orf57	ENSG00000150776
TIMM8B	ENSG00000150779
PTS	ENSG00000150787
PIP4K2A	ENSG00000150867
UBC	ENSG00000150991
GPR158	ENSG00000151025
DCP1B	ENSG00000151065
NGLY1	ENSG00000151092
OXSM	ENSG00000151093
UEVLD	ENSG00000151116
C12orf45	ENSG00000151131
C12orf23	ENSG00000151135
UBE3B	ENSG00000151148
ANK3	ENSG00000151150
PLBD2	ENSG00000151176
DLG5	ENSG00000151208
SLC2A13	ENSG00000151229
TWF1	ENSG00000151239
DIP2C	ENSG00000151240
EIF4E	ENSG00000151247
MAGI1	ENSG00000151276
TEX30	ENSG00000151287
CSNK1G3	ENSG00000151292
SRFBP1	ENSG00000151304
AKAP6	ENSG00000151320
NPAS3	ENSG00000151322
FAM177A1	ENSG00000151327
MBIP	ENSG00000151332
EXT2	ENSG00000151348
TMEM18	ENSG00000151353
NDUFC2	ENSG00000151366
ME3	ENSG00000151376
NUBPL	ENSG00000151413
FER	ENSG00000151422
VIPAS39	ENSG00000151445
CDC123	ENSG00000151465
C4orf33	ENSG00000151470
PTPRO	ENSG00000151490
ACAD8	ENSG00000151498
THYN1	ENSG00000151500
VPS26B	ENSG00000151502
QDPR	ENSG00000151552
ZNF827	ENSG00000151612
DPYSL4	ENSG00000151640
KIN	ENSG00000151657
PIGF	ENSG00000151665
INPP1	ENSG00000151689
MFSD6	ENSG00000151690
RNF144A	ENSG00000151692
ADAM17	ENSG00000151694
ACSL1	ENSG00000151726
SLC25A4	ENSG00000151729
AMN1	ENSG00000151743
BICD1	ENSG00000151746
SERP2	ENSG00000151778
NBAS	ENSG00000151779
GUF1	ENSG00000151806
SACS	ENSG00000151835
FBXO4	ENSG00000151876
C5orf28	ENSG00000151881
GFRA1	ENSG00000151892
CACUL1	ENSG00000151893
DST	ENSG00000151914
BEND6	ENSG00000151917
TIAL1	ENSG00000151923
SCHIP1	ENSG00000151967
RABGAP1L	ENSG00000152061
MZT2B	ENSG00000152082
ASTN1	ENSG00000152092
FAM168B	ENSG00000152102
LOC150776	ENSG00000152117
TMEM163	ENSG00000152128
GPATCH11	ENSG00000152133
HSPB8	ENSG00000152137
GEMIN6	ENSG00000152147
TMEM178A	ENSG00000152154
RNF219	ENSG00000152193
RIT2	ENSG00000152214
SETBP1	ENSG00000152217
ARL14EP	ENSG00000152219
ATP5A1	ENSG00000152234
HAUS1	ENSG00000152240
C18orf25	ENSG00000152242
SPC25	ENSG00000152253
TGOLN2	ENSG00000152291
SPOCK1	ENSG00000152377
TADA1	ENSG00000152382
CWF19L2	ENSG00000152404
XRCC4	ENSG00000152422
SUV39H2	ENSG00000152455
DCLRE1C	ENSG00000152457
RPP38	ENSG00000152464
NMT2	ENSG00000152465
CCDC50	ENSG00000152492
CAMK4	ENSG00000152495
ZFP36L2	ENSG00000152518
PAN3	ENSG00000152520
PLEKHH2	ENSG00000152527
PFKM	ENSG00000152556
TMEM123	ENSG00000152558
GRIA4	ENSG00000152578
SPARCL1	ENSG00000152583
MBNL1	ENSG00000152601
NADKD1	ENSG00000152620
GPD1L	ENSG00000152642
PELO	ENSG00000152684
SAR1B	ENSG00000152700
IFIT5	ENSG00000152778
HNRPDL	ENSG00000152795
PTPRK	ENSG00000152894
GGPS1	ENSG00000152904
RAB3C	ENSG00000152932
RAD17	ENSG00000152942
MED21	ENSG00000152944
NRSN1	ENSG00000152954
CWC27	ENSG00000153015
SRP19	ENSG00000153037
CAST	ENSG00000153113
SCOC	ENSG00000153130
CLGN	ENSG00000153132
CETN3	ENSG00000153140
SMARCA5	ENSG00000153147
HNRNPU	ENSG00000153187
SCN3A	ENSG00000153253
SLC25A27	ENSG00000153291
FAM49B	ENSG00000153310
ASAP1	ENSG00000153317
INO80C	ENSG00000153391
LPCAT1	ENSG00000153395
TMEM251	ENSG00000153485
ING1	ENSG00000153487
RMND5A	ENSG00000153561
PTPRD	ENSG00000153707
GTF2E1	ENSG00000153767
CFDP1	ENSG00000153774
ZDHHC7	ENSG00000153786
JAZF1	ENSG00000153814
SPHKAP	ENSG00000153820
KCNJ16	ENSG00000153822
PID1	ENSG00000153823
TRIP12	ENSG00000153827
FBXO36	ENSG00000153832
KCTD15	ENSG00000153885
DDAH1	ENSG00000153904
SREK1	ENSG00000153914
ANKFN1	ENSG00000153930
MSI2	ENSG00000153944
CACNA2D1	ENSG00000153956
ZUFSP	ENSG00000153975
GDPD1	ENSG00000153982
PPP2R5E	ENSG00000154001
CABYR	ENSG00000154040
IMPACT	ENSG00000154059
C6orf57	ENSG00000154079
CHST9	ENSG00000154080
THY1	ENSG00000154096
JPH3	ENSG00000154118
TBRG1	ENSG00000154144
TOMM70A	ENSG00000154174
PRKCA	ENSG00000154229
UCHL1	ENSG00000154277
MIA3	ENSG00000154305
TNIK	ENSG00000154310
NEIL2	ENSG00000154328
TRIM11	ENSG00000154370
ENAH	ENSG00000154380
SH3RF1	ENSG00000154447
BUB3	ENSG00000154473
FAM69A	ENSG00000154511
ATP5G3	ENSG00000154518
SRSF12	ENSG00000154548
TCEB1	ENSG00000154582
CXADR	ENSG00000154639
BTG3	ENSG00000154640
NCAM2	ENSG00000154654
RABGEF1	ENSG00000154710
MRPL39	ENSG00000154719
JAM2	ENSG00000154721
ATP5J	ENSG00000154723
GABPA	ENSG00000154727
TSEN2	ENSG00000154743
XPC	ENSG00000154767
CCDC174	ENSG00000154781
FLCN	ENSG00000154803
DPH3	ENSG00000154813
CXXC1	ENSG00000154832
PPP4R1	ENSG00000154845
APCDD1	ENSG00000154856
CCDC144B	ENSG00000154874
MPPE1	ENSG00000154889
RAB6B	ENSG00000154917
EPHB1	ENSG00000154928
ACSS1	ENSG00000154930
ANKRD40	ENSG00000154945
ZNF18	ENSG00000154957
CA10	ENSG00000154975
VOPP1	ENSG00000154978
APOOL	ENSG00000155008
CYP2U1	ENSG00000155016
CNTNAP5	ENSG00000155052
KLF10	ENSG00000155090
PTPRN2	ENSG00000155093
AZIN1	ENSG00000155096
ATP6V1C1	ENSG00000155097
TMEM55A	ENSG00000155099
OTUD6B	ENSG00000155100
GTF3C6	ENSG00000155115
AGPAT5	ENSG00000155189
MMS19	ENSG00000155229
ZFYVE27	ENSG00000155256
SLC25A28	ENSG00000155287
HSPA13	ENSG00000155304
GRAMD3	ENSG00000155324
ZCCHC10	ENSG00000155329
C16orf87	ENSG00000155330
RHOC	ENSG00000155366
DBI	ENSG00000155368
SLC16A1	ENSG00000155380
MKI67IP	ENSG00000155438
OXA1L	ENSG00000155463
LARP1	ENSG00000155506
CNOT8	ENSG00000155508
GRIA1	ENSG00000155511
NUP205	ENSG00000155561
C9orf85	ENSG00000155621
RBM45	ENSG00000155636
PDIA4	ENSG00000155660
FAM126B	ENSG00000155744
RNF20	ENSG00000155827
ELMO1	ENSG00000155849
MED7	ENSG00000155868
RRAGA	ENSG00000155876
ACPL2	ENSG00000155893
RMND1	ENSG00000155906
TMBIM4	ENSG00000155957
VBP1	ENSG00000155959
RAB39B	ENSG00000155961
VPS37A	ENSG00000155975
KIF5A	ENSG00000155980
PSD3	ENSG00000156011
MCU	ENSG00000156026
ELMSAN1	ENSG00000156030
FAM161B	ENSG00000156050
GNAQ	ENSG00000156052
MMP16	ENSG00000156103
ADK	ENSG00000156110
DCK	ENSG00000156136
DPY19L4	ENSG00000156162
NDUFAF6	ENSG00000156170
DRAM2	ENSG00000156171
N6AMT1	ENSG00000156239
RWDD2B	ENSG00000156253
USP16	ENSG00000156256
CCT8	ENSG00000156261
TSPAN7	ENSG00000156298
TIAM1	ENSG00000156299
SCAF4	ENSG00000156304
CDK20	ENSG00000156345
PCGF6	ENSG00000156374
SFR1	ENSG00000156384
C14orf2	ENSG00000156411
PCDH1	ENSG00000156453
UQCRB	ENSG00000156467
MTERFD1	ENSG00000156469
PTDSS1	ENSG00000156471
PPP2R2B	ENSG00000156475
RPL30	ENSG00000156482
FAM122C	ENSG00000156500
SUPV3L1	ENSG00000156502
EEF1A1	ENSG00000156508
HK1	ENSG00000156515
TYSND1	ENSG00000156521
PHF6	ENSG00000156531
UBE2L6	ENSG00000156587
MED19	ENSG00000156603
NPTN	ENSG00000156642
KAT6B	ENSG00000156650
SAMD8	ENSG00000156671
UTP14A	ENSG00000156697
AIFM1	ENSG00000156709
BAG4	ENSG00000156735
WDYHV1	ENSG00000156795
NSMCE2	ENSG00000156831
ZNF689	ENSG00000156853
PHKG2	ENSG00000156873
HIAT1	ENSG00000156875
MALSU1	ENSG00000156928
VPS8	ENSG00000156931
GALK2	ENSG00000156958
LHFPL4	ENSG00000156959
PDE6D	ENSG00000156973
EIF4A2	ENSG00000156976
RPUSD3	ENSG00000156990
SEC13	ENSG00000157020
EXOG	ENSG00000157036
NMNAT2	ENSG00000157064
SLC6A1	ENSG00000157103
TIMP4	ENSG00000157150
C1orf27	ENSG00000157181
NECAP2	ENSG00000157191
STEAP2	ENSG00000157214
CLDN12	ENSG00000157224
GATAD1	ENSG00000157259
DHRS4	ENSG00000157326
DDX19B	ENSG00000157349
DHRS1	ENSG00000157379
HYDIN	ENSG00000157423
AASDH	ENSG00000157426
RNF111	ENSG00000157450
APPL1	ENSG00000157500
TSC22D3	ENSG00000157514
DSCR3	ENSG00000157538
SLC35B2	ENSG00000157593
SLC38A10	ENSG00000157637
SNX22	ENSG00000157734
BRAF	ENSG00000157764
PSMG3	ENSG00000157778
SLC37A3	ENSG00000157800
AP3S2	ENSG00000157823
FMNL2	ENSG00000157827
GAREML	ENSG00000157833
SPPL3	ENSG00000157837
RAB28	ENSG00000157869
PANK4	ENSG00000157881
MEGF11	ENSG00000157890
C12orf43	ENSG00000157895
PEX10	ENSG00000157911
RER1	ENSG00000157916
WIPI2	ENSG00000157954
BRE	ENSG00000158019
MRPL17	ENSG00000158042
NCK1	ENSG00000158092
EYA3	ENSG00000158161
TMSB15A	ENSG00000158164
MRAS	ENSG00000158186
WASF2	ENSG00000158195
ABHD3	ENSG00000158201
FAIM	ENSG00000158234
CUL4B	ENSG00000158290
GPRASP2	ENSG00000158301
HIST1H2BD	ENSG00000158373
MITD1	ENSG00000158411
EIF5B	ENSG00000158417
TMSB15B	ENSG00000158427
TSR2	ENSG00000158526
PPP1R9A	ENSG00000158528
ZFAND2B	ENSG00000158552
DYNC1I1	ENSG00000158560
TMED4	ENSG00000158604
PPP1R15B	ENSG00000158615
COPG2	ENSG00000158623
C11orf30	ENSG00000158636
AGPAT6	ENSG00000158669
TAGLN2	ENSG00000158710
USF1	ENSG00000158773
NIT1	ENSG00000158793
DEDD	ENSG00000158796
ZNF276	ENSG00000158805
B4GALT3	ENSG00000158850
FAM160B2	ENSG00000158863
NDUFS2	ENSG00000158864
KIAA1967	ENSG00000158941
CDC42SE2	ENSG00000158985
RAPGEF6	ENSG00000158987
MIS18A	ENSG00000159055
ALG8	ENSG00000159063
FBXW5	ENSG00000159069
C21orf59	ENSG00000159079
PAXBP1	ENSG00000159086
IFNAR2	ENSG00000159110
MRPL10	ENSG00000159111
IFNGR2	ENSG00000159128
GART	ENSG00000159131
SON	ENSG00000159140
SV2A	ENSG00000159164
CSRP1	ENSG00000159176
ATP5G1	ENSG00000159199
C1orf51	ENSG00000159208
SNF8	ENSG00000159210
CBR3	ENSG00000159231
MORC3	ENSG00000159256
ADPGK	ENSG00000159322
PTMS	ENSG00000159335
ADIPOR1	ENSG00000159346
CYB5R1	ENSG00000159348
PSMD4	ENSG00000159352
PSMB4	ENSG00000159377
BTG2	ENSG00000159388
THEM4	ENSG00000159445
UBR1	ENSG00000159459
AMFR	ENSG00000159461
MED8	ENSG00000159479
RSPRY1	ENSG00000159579
NAE1	ENSG00000159593
TMEM69	ENSG00000159596
EFCAB14	ENSG00000159658
CHCHD6	ENSG00000159685
CTBP1	ENSG00000159692
ATP6V0D1	ENSG00000159720
FAM131B	ENSG00000159784
RGS12	ENSG00000159788
PSKH1	ENSG00000159792
ZYX	ENSG00000159840
ABR	ENSG00000159842
CCDC117	ENSG00000159873
CCDC107	ENSG00000159884
GNE	ENSG00000159921
CALM3	ENSG00000160014
DFFA	ENSG00000160049
CCDC28B	ENSG00000160050
BSDC1	ENSG00000160058
ZBTB8A	ENSG00000160062
SSU72	ENSG00000160075
UBE2J2	ENSG00000160087
NR2F6	ENSG00000160113
CCDC58	ENSG00000160124
VMA21	ENSG00000160131
ABCG1	ENSG00000160179
NDUFV3	ENSG00000160194
PKNOX1	ENSG00000160199
CBS	ENSG00000160200
U2AF1	ENSG00000160201
HSF2BP	ENSG00000160207
RRP1B	ENSG00000160208
G6PD	ENSG00000160211
CSTB	ENSG00000160213
RRP1	ENSG00000160214
C21orf33	ENSG00000160221
C21orf2	ENSG00000160226
FAM207A	ENSG00000160256
RALGDS	ENSG00000160271
SPATC1L	ENSG00000160284
LSS	ENSG00000160285
MCM3AP	ENSG00000160294
PCNT	ENSG00000160299
DIP2A	ENSG00000160305
S100B	ENSG00000160307
PRMT2	ENSG00000160310
CACFD1	ENSG00000160325
SLC2A6	ENSG00000160326
ZNF714	ENSG00000160352
GPSM1	ENSG00000160360
TOR2A	ENSG00000160404
ST6GALNAC6	ENSG00000160408
ZER1	ENSG00000160445
TAOK1	ENSG00000160551
MED27	ENSG00000160563
PCSK7	ENSG00000160613
SAFB	ENSG00000160633
CHTOP	ENSG00000160679
FLAD1	ENSG00000160688
SHC1	ENSG00000160691
VPS11	ENSG00000160695
ADAR	ENSG00000160710
CRTC2	ENSG00000160741
ANO10	ENSG00000160746
FDPS	ENSG00000160752
RUSC1	ENSG00000160753
GBAP1	ENSG00000160766
PAQR6	ENSG00000160781
PMF1	ENSG00000160783
SLC25A44	ENSG00000160785
LMNA	ENSG00000160789
CCDC12	ENSG00000160799
UBQLN4	ENSG00000160803
GPATCH4	ENSG00000160818
AZGP1	ENSG00000160862
IER2	ENSG00000160888
ZNF394	ENSG00000160908
CPSF4	ENSG00000160917
LY6E	ENSG00000160932
VPS28	ENSG00000160948
MUM1	ENSG00000160953
LRRC14	ENSG00000160959
ZNF333	ENSG00000160961
PPP1R16A	ENSG00000160972
ORAI2	ENSG00000160991
ALKBH4	ENSG00000160993
C5orf45	ENSG00000161010
SQSTM1	ENSG00000161011
RPL8	ENSG00000161016
MAML1	ENSG00000161021
LRWD1	ENSG00000161036
NAPEPLD	ENSG00000161048
PSMC2	ENSG00000161057
TUBA3FP	ENSG00000161149
DVL3	ENSG00000161202
AP2M1	ENSG00000161203
ABCF3	ENSG00000161204
PCYT1A	ENSG00000161217
FBXO27	ENSG00000161243
U2AF1L4	ENSG00000161265
THAP8	ENSG00000161277
PGAP3	ENSG00000161395
FDXR	ENSG00000161513
SAP30BP	ENSG00000161526
ACOX1	ENSG00000161533
PRPSAP1	ENSG00000161542
SRSF2	ENSG00000161547
ZNF577	ENSG00000161551
LSM12	ENSG00000161654
JOSD2	ENSG00000161677
FMNL3	ENSG00000161791
RACGAP1	ENSG00000161800
LARP4	ENSG00000161813
RAVER1	ENSG00000161847
MED11	ENSG00000161920
CXCL16	ENSG00000161921
FGF11	ENSG00000161958
EIF4A1	ENSG00000161960
RPL26	ENSG00000161970
POLR3K	ENSG00000161980
SNRNP25	ENSG00000161981
JMJD8	ENSG00000161999
SPSB3	ENSG00000162032
TBC1D24	ENSG00000162065
AMDHD2	ENSG00000162066
PAQR4	ENSG00000162073
FLYWCH2	ENSG00000162076
